index,id,examYear,examRound,questionNumber,category,questionText,choice1,choice2,choice3,choice4,choice5,correctChoice,explanation,source,keywords,needsLegalReview
68,2022-34-069,2022,34,69,発達と老化の理解,愛着行動に関する次の記述のうち，ストレンジ・シチュエーション法おける安定型の愛着行動として，適切なものを 1 つ選びなさい。,養育者がいないと不安な様子になり，再会すると安心して 再び遊び始める。,養育者がいないと不安な様子になり，再会すると接近して怒りを示す。,養育者がいないと不安な様子になり，再会すると関心を示さずに遊んでいる。,養育者がいなくても不安な様子にならず，再会すると関心を示さずに遊んでいる。,養育者がいなくても不安な様子にならず，再会すると 喜んで遊び続ける。,1,正解は1です。安定型愛着では、養育者と離れると不安を示しますが、再会すると安心し、再び探索や遊びに戻れます。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
69,2022-34-070,2022,34,70,発達と老化の理解,乳幼児期の言語発達に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,生後 6 か月ごろに初語を発するようになる。,1 歳ごろに喃語を発するようになる。,1 歳半ごろに語彙爆発が起きる。,2 歳半ごろに一語文を話すようになる。,3 歳ごろに二語文を話すようになる。,3,正解は3です。1歳半頃から語彙が急速に増える『語彙爆発』がみられます。発達時期はおおよその目安として覚えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
70,2022-34-071,2022,34,71,発達と老化の理解,2019 年（平成 31 年，令和元年）における，我が国の 寿命 と死因に関次の記述のうち，正しいものを 1 つ選びなさい。,健康寿命は，平均寿命よりも長い。,人口全体の死因順位では，老衰が悪性新生物より上位である。,人口全体の死因で 最も多いのは，脳血管障害（cerebrovascular disorder）である。,平均寿命は，男女とも 75 歳未満である。,90 歳女性の平均余命は， 5 年以上である。,5,正解は5です。2019年の生命表では、90歳女性にも5年以上の平均余命があります。平均寿命と平均余命を混同しないことがポイントです。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
71,2022-34-072,2022,34,72,発達と老化の理解,Ａさん（87 歳，女性，要介護 3）は， 2 週間前に介護老人福祉施設に 入所した。Ａさんにはパーキンソン 病（Parkinson disease）があり，入所後に転倒したことがあった。介護職員は頻繁に，「危ないから 車いすに座っていてくださいね」と声をかけていた。Ａさんは徐々に自分でできることも介護職員に依存し，着替えも手伝ってほしいと 訴えるようになった。Ａさんに 生じている適応（防衛）機制として， 最も適切なものを 1 つ選びなさい。,投影,退行,攻撃,抑圧,昇華,2,正解は2です。以前できていたことを自分で行わなくなり、より依存的な状態に戻ることは『退行』と捉えられます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
72,2022-34-073,2022,34,73,発達と老化の理解,記憶に関する次の記述のうち，適切なものを 1 つ選びなさい。,エピソード記憶は，短期記憶に分類される。,意味記憶は，言葉の意味などに関する記憶である。,手続き記憶は，過去の出来事に関する記憶である。,エピソード記憶は，老化に 影響 されにくい。,意味記憶は，老化に 影響 されやすい。,2,正解は2です。意味記憶は言葉の意味や一般的知識に関する長期記憶です。エピソード記憶は個人的な出来事、手続き記憶は技能に関する記憶です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
73,2022-34-074,2022,34,74,発達と老化の理解,老化に 伴う感覚機能や認知機能の変化に関する次の記述のうち， 最適切なものを 1 つ選びなさい。,大きな声で話しかけられても，かえって聞こえにくいことがある。,会話をしながら運転するほうが，安全に運転できるようになる。,白と黄色よりも，白と赤の区別がつきにくくなる。,低い声よりも，高い声のほうが聞き取りやすくなる。,薄暗い部屋のほうが，細かい作業をしやすくなる。,1,正解は1です。加齢性難聴では高音域が聞き取りにくくなり、ただ大声にすると音が歪んでかえって聞き取りにくいことがあります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
74,2022-34-075,2022,34,75,発達と老化の理解,高齢者の睡眠に関する次の記述のうち，適切なものを 1 つ選びなさい。,午前中の遅い時間まで眠ることが多い。,刺激を与えても起きないような深い睡眠が多い。,睡眠障害を自覚することは少ない。,不眠の原因の 1 つはメラトニン（melatonin）の 減少 である。,高齢者の睡眠時無呼吸症候群（sleep apnea syndrome）の発生頻度は，若年者よりも低い。,4,正解は4です。加齢によりメラトニン分泌が減少し、睡眠・覚醒リズムが変化することが不眠の一因になります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
75,2022-34-076,2022,34,76,発達と老化の理解,高齢者の肺炎（pneumonia）に関する次の記述のうち， 最も適切なものを1 つ選びなさい。,意識障害になることはない。,体温が 37.5℃未満であれば肺炎（pneumonia）ではない。,頻呼吸になることは，まれである。,誤嚥による肺炎（pneumonia）を起こしやすい。,咳・痰などを 伴うことは，まれである。,4,正解は4です。高齢者は嚥下反射や咳反射が低下しやすく、誤嚥性肺炎のリスクが高まります。典型的な発熱が目立たない場合もあります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
76,2022-34-077,2022,34,77,認知症の理解,認知症ケアにおける「ひもときシート」に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,「ひもときシート」では，最初に分析的理解を 行う。,認知症（dementia）の人の言動を介護者側の視点でとらえる。,言動の背景要因を分析して認知症（dementia）の人を理解するためのツールである。,評価的理解では，潜在的なニーズを重視する。,共感的理解では， 8 つの要因で言動を分析する。,3,正解は3です。ひもときシートは、認知症の人の言動を問題行動として片づけず、身体・心理・環境など背景要因を整理して理解するためのツールです。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
77,2022-34-078,2022,34,78,認知症の理解,レビー小体型認知症（dementia with Lewy bodies）の幻視の 特徴 に関る次の記述のうち， 最も適切なものを 1 つ選びなさい。,幻視の内容はあいまいではっきりしない。,睡眠中でも幻視が 生じる。,本人は説明されても幻視という認識ができない。,薄暗い部屋を明るくすると幻視が消えることがある。,抗精神病薬による治療が 行われることが多い。,4,正解は4です。レビー小体型認知症の幻視は具体的で鮮明なことが多く、照明や環境を整えると軽減する場合があります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
78,2022-34-079,2022,34,79,認知症の理解,軽度認知障害（mild cognitive impairment）に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,本人や家族から記憶低下の 訴えがあることが多い。年の 間に認知症（dementia）になる。,診断された人の約半数がその後,ＣＤＲ（Clinical Dementia Rating）のスコアが 2 である。,日常生活能力が低下している。,治療には，主に抗認知症薬が用いられる。,1,正解は1です。MCIでは本人や家族が物忘れを自覚することが多い一方、基本的な日常生活はおおむね保たれています。認知症へ移行する例もあるため経過観察が重要です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
79,2022-34-080,2022,34,80,認知症の理解,若年性認知症（dementia with early onset）に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,75 歳未満に 発症 する認知症（dementia）である。,高齢者の認知症（dementia）よりも進行は緩やかである。,早期発見・早期対応しやすい。,原因で 最も多いのはレビー小体型認知症（dementia with Lewy bodies）である。,不安や抑うつを 伴うことが多い。,5,正解は5です。若年性認知症は就労・子育てなど生活上の影響が大きく、不安や抑うつを伴いやすいことが特徴です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
80,2022-34-081,2022,34,81,認知症の理解,認知症（dementia）の行動・心理症状（ＢＰＳＤ）に対する抗精神病薬を用いた薬物療法でよくみられる副作用として， 最も適切なものを 1 つ選びなさい。,歩幅が広くなる。,誤嚥のリスクが高くなる。,過剰に活動的になる。,筋肉の 緊張 が緩む。,怒りっぽくなる。,2,正解は2です。抗精神病薬では錐体外路症状や鎮静が起こり、嚥下機能が低下して誤嚥のリスクが高まることがあります。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
81,2022-34-082,2022,34,82,認知症の理解,軽度の認知症（dementia）の人に，日付，季節，天気，場所などの 情報 をふだんの会話の中で伝えて認識してもらう認知症ケアとして，正しいものを 1 つ選びなさい。,ライフレビュー（life review）,リアリティ・オリエンテーション（reality orientation）,バリデーション（validation）,アクティビティ・ケア（activity care）,タッチング（touching）,2,正解は2です。リアリティ・オリエンテーションは、日付・季節・場所など現実見当識に関する情報を会話の中で自然に伝える方法です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
82,2022-34-083,2022,34,83,認知症の理解,Ｂさん（86 歳，女性）は，中等度のアルツハイマー型認知症（dementia ofthe Alzheimerʼs type）である。短期入所生活介護（ショートステイ）の利用を始日の翌朝，両手に便が付着した 状態 でベッドに座っていた。Ｂさんへの声かけとして，適切なものを 1 つ選びなさい。,「臭いからきれいにします」,「 汚い便が手についています」,「ここはトイレではありません」,「手を洗いましょう」,「こんなに汚れて困ります」,4,正解は4です。認知症の人の羞恥心や尊厳を傷つけないよう、便を責める表現を避け、『手を洗いましょう』と具体的に必要な行動へ誘います。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
83,2022-34-084,2022,34,84,認知症の理解,Ｃさん（80 歳，女性）は 夫（85 歳）と二人暮らしである。 1 年ほど前から記憶障 害 があり，最近，アルツハイマー型認知症（dementia of the Alzheimerʼstype）と診断された。探し物が増え，財布や保険証を見つけられないと，「泥棒が入った，警察に連絡して」と 訴えるようになった。「泥棒なんて入っていない」と警察を呼ばずにいると，Ｃさんがますます興奮するので， 夫は対応に困っている。夫から相談を受けた介護福祉職の助言として， 最も適切なものを 1 つ選い。,「主治医に興奮を抑える 薬の相談をしてみてはどうですか」,「施設入所を検討してはどうですか」,「Ｃさんと一緒に探してみてはどうですか」,「Ｃさんの希望通り，警察に通報してはどうですか」,「Ｃさんに認知症（dementia）であることを説明してはどうですか」,3,正解は3です。物盗られ妄想を否定して対立するのではなく、本人の不安に寄り添い、一緒に探すことで安心につなげます。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
84,2022-34-085,2022,34,85,認知症の理解,認知症（dementia）の人に配慮した施設の生活環境として， 最も適切なものを 1 つ選びなさい。,いつも安心感をもってもらえるように接する。,私物は本人の見えないところに片付ける。,毎日新しい生活体験をしてもらう。,壁の色と同系色の表示を使用する。,日中は1人で過ごしてもらう。,1,正解は1です。認知症ケアでは安心できる人間関係と環境が重要です。なじみの物や生活リズムもできるだけ保ちます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
85,2022-34-086,2022,34,86,認知症の理解,認知症初期集中支援チームに関する次の記述のうち， 最も適切なものを1 つ選びなさい。,自宅ではない場所で家族から生活の様子を聞く。,チーム員には医師が含まれる。,初回の訪問時にアセスメント（assessment）は不要である。,介護福祉士は，認知症初期集中支援チーム員研修を受講しなくてもチームに参加できる。,認知症疾患医療センター受診後に，チームが対応方法を決定する。,2,正解は2です。認知症初期集中支援チームは医師と医療・介護の専門職などで構成され、訪問・アセスメントを通じて早期支援につなげます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
86,2022-34-087,2022,34,87,障害の理解,障害者の法的定義に関する次の記述のうち，正しいものを 1 つ選い。,身体障害者福祉法における身体障害者は，身体障害者手帳の交付を受けた 18歳以上のものをいう。,知的障害者は，知的障害者福祉法に定義されている。,「精神保健福祉法」における精神障害者には，知的障害者が含まれていない。,障害者基本法において発達障害者は，精神障害者に含まれていない。,障害児は，障害者基本法に定義されている。（注）「精神保健福祉法」とは，「精神保健及び精神障害者福祉に関する法律」のことである。,1,正解は1です。身体障害者福祉法上の身体障害者は、原則として身体障害者手帳の交付を受けた18歳以上の者を指します。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
87,2022-34-088,2022,34,88,障害の理解,半側空間無視に関する次の記述のうち， 最も適切なものを 1 つ選い。,食事のとき，認識できない片側に食べ残しがみられる。,半盲に対するものと介護方法は同じである。,失行の 1 つである。,本人は半側空間無視に気づいている。,認識できない片側へ向かってまっすぐに歩ける。障害 の理解,1,正解は1です。半側空間無視では、病変と反対側の空間を認識しにくく、食事で片側だけ食べ残すなどの行動がみられます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
88,2022-34-089,2022,34,89,障害の理解,Ｄさん（35 歳，男性）は重度の知的障害があり，地元の施設入所支援を利用している。Ｄさんの友人Ｅさんは，以前に同じ施設入所支援を利用していて，現在は共同生活援助（グループホーム）で暮らしている。Ｄさんは，共同生活援助（グループホーム）で生活するＥさんの様子を見て，その生活に関心をもったようである。施設の 職員 は，Ｄさんの共同生活援助（グループホーム）での生活は，適切な援助を受ければ可能であると 考えている。一方，Ｄさんの母親は，親亡き後不安から施設入所支援を継続させたいと思っている。介護福祉職が現時点で 行うＤさんへの意思決定支援として， 最も適切なものを1 つ選びなさい。,母親の意思を，本人に伝える。,共同生活援助（グループホーム）の生活について話し合う。,介護福祉職の 考えを，本人に伝える。,具体的な選択肢を用意し，選んでもらう。,地域生活のリスクについて説明する。,2,正解は2です。意思決定支援では、まず本人が関心を示している生活について分かりやすく話し合い、本人の希望や理解を確認します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
89,2022-34-090,2022,34,90,障害の理解,筋萎縮性側索硬化症（amyotrophic lateral sclerosis：ＡＬＳ）では 出現 しにくい 症状 として，適切なものを 1 つ選びなさい。,四肢の運動障害,構音障害,嚥下障害,感覚障害,呼吸障害,4,正解は4です。ALSでは運動ニューロンが障害され、運動・構音・嚥下・呼吸障害が進行しますが、感覚障害は通常目立ちません。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
90,2022-34-091,2022,34,91,障害の理解,Ｆさん（21 歳，男性）は，交通事故による頸髄損傷（cervical cord injury）で重度の四肢麻痺になった。最近はリハビリテーションに取り組まず，周囲の人感情 をぶつけ強くあたるようになった。介護福祉職の対応に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,歩けるようになるために， 諦めずに機能訓練をするように支援する。,トラブルが起きないように，Ｆさんには近寄らないようにする。,生活態度を 改めるように，Ｆさんに厳しく注意する。,自分でできることに目を向けられるように，Ｆさんを支援する。,障害 が重いので，Ｆさんのできることも手伝うようにする。,4,正解は4です。障害を受けた人への支援では、失った機能だけでなく残存能力やできることに目を向け、自己効力感を支えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
91,2022-34-092,2022,34,92,障害の理解,Ｇさんはパーキンソン 病（Parkinson disease）と診断され，薬物療法が開始されている。立位で 重心が傾き，歩行中に停止することや向きを変が困難である。Ｇさんのこの 症状を表現 するものとして， 最も適切なものを 1 つ選びなさい。,安静時振戦,筋固縮,無動,寡動,姿勢保持障害,5,正解は5です。体の重心保持や姿勢反射が障害され、立位で傾いたり方向転換が難しくなるのは姿勢保持障害です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
92,2022-34-093,2022,34,93,障害の理解,障害者への理解を深めるために有効なアセスメントツールの 1 つであるエコマップが 表すものとして， 最も適切なものを 1 つ選びなさい。,家族との関係,社会との相関関係,認知機能,機能の自立度,日常生活動作,2,正解は2です。エコマップは本人・家族と、友人、近隣、学校、職場、医療・福祉機関など社会資源との関係を図式化します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
93,2022-34-094,2022,34,94,障害の理解,「障害者総合支援法」で定める協議会に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,当事者・家族以外の専門家で構成する。,療育手帳を交付する。,相談支援専門員を配置しなければならない。,国が設置する。,地域の 実情 に応じた支援体制の整備について協議を 行う。（注）「障害者総合支援法」とは，「障害者の日常生活及び社会生活を総合的に支援するための法律」のことである。,5,正解は5です。障害者総合支援法の協議会は、地域の関係機関が連携し、地域の実情に応じた支援体制や課題について協議する場です。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
94,2022-34-095,2022,34,95,障害の理解,障害者が障害福祉サービスを利用するために相談支援専門員が作成する計画として，正しいものを 1 つ選びなさい。,地域福祉計画,個別支援計画,サービス等利用計画,障害福祉計画,介護サービス計画,3,正解は3です。相談支援専門員は、障害福祉サービスの利用にあたり『サービス等利用計画』を作成します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
95,2022-34-096,2022,34,96,障害の理解,Ｈさん（45 歳，男性）は，脳伷塞（cerebral infarction）を 発症 して半年間入院 した。退院してからは，障害者支援施設に 入所 して自立訓練を受けている。,家族の不安な気持ちに寄り添い，今の課題を一緒に整理し 考えていく。,か月ほど過ぎたが，右片麻痺と言語障害が残っている。妻のＪさん（35 歳）はパート勤務で，小学3年生の子どもがいて， 将来 が見えずに不安な気持ちである。家族に対する介護福祉職の支援として， 最も適切なものを 1 つ選びなさい。Ｊさんの気持ちを最優先して方向性を決める。,訓練の様子を伝えるために，頻繁にＪさんに施設に来てもらう。,家族が困っているので専門職主導で方向性を決める。,レスパイトケアを勧める。,1,正解は1です。家族支援では不安や負担感を受け止め、本人・家族と一緒に課題を整理しながら今後の方向性を考えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
96,2022-34-097,2022,34,97,こころとからだのしくみ,Ｋさん（83 歳，女性，要介護 1）は， 3 年前にアルツハイマー型認知症（dementia of the Alzheimerʼs type）と診断された。一人暮らしで訪問介護（ホームヘルプサービス）を利用している。金銭管理は困難であり， 長男が行っている。最近，認知症（dementia）の 症状 がさらに進み，訪問介護員（ホームヘルパー）がＫさんの自宅を訪問すると，「 通帳を長男 の嫁が持っていってしまった」と繰返し 訴えるようになった。考えられるＫさんの 症状 として，適切なものを 1 つ選びなさい。,もの盗られ妄想,心気妄想,貧困妄想,罪業妄想,嫉妬妄想,1,正解は1です。『物を盗られた』と訴えるのは、認知症でみられることのある物盗られ妄想です。記憶障害を背景に起こることがあります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
97,2022-34-098,2022,34,98,こころとからだのしくみ,Ｌさん（87 歳，男性，要介護 1）は，冷房が嫌いで，部屋にエアコンはない。ある夏の日の午後，訪問介護員（ホームヘルパー）が訪問すると，厚手の布団を掛けて眠っていた。布団を取ると 大量 の発汗があり，体温を測定すると 38.5℃であった。朝から水分しか摂取していないという。前から不眠があり，この 5 日間便秘が続いていたが， 食欲 はあったとのことである。次のうち，体温が 上昇 した原因として， 最も適切なものを 1 つ選びなさい。,布団,発汗,空腹,不眠,便秘,1,正解は1です。厚手の布団は体からの放熱を妨げ、暑い環境では体温上昇の原因になります。高齢者は暑さへの感覚や体温調節機能も低下しやすいため注意が必要です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
98,2022-34-099,2022,34,99,こころとからだのしくみ,老化に 伴う視覚機能の変化に関する次の記述のうち，正しいものを 1 つ選びなさい。,水晶体が茶色になる。,遠くのものが見えやすくなる。,明暗に 順応 する時間が長くなる。,ピントの 調節 が速くなる。,涙の 量が増える。,3,正解は3です。加齢により瞳孔反応や網膜機能などが変化し、明るさの変化に目が慣れるまでの時間が長くなります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
99,2022-34-100,2022,34,100,こころとからだのしくみ,言葉の発音が不明瞭になる原因として， 最も適切なものを 1 つ選い。,唾液の分泌が増加すること,舌運動が活発化すること,口角が上,調整 された義歯を使用すること,口唇が閉,5,正解は5です。発音には口唇を閉じたり形を変えたりする運動が必要です。口唇の閉鎖が不十分になると構音が不明瞭になりやすくなります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
100,2022-34-101,2022,34,101,こころとからだのしくみ,骨に関する次の記述のうち，正しいものを 1 つ選びなさい。,骨にはたんぱく質が含まれている。,骨のカルシウム（Ca）は老化に 伴い増える。,骨は負荷がかかるほうが弱くなる。,骨は骨芽細胞によって壊される。,骨のカルシウム（Ca）はビタミンＡ（vitamin A）によって 吸収 が促進される。,1,正解は1です。骨はカルシウムなどの無機質だけでなく、コラーゲンなどのたんぱく質を含む組織です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
101,2022-34-102,2022,34,102,こころとからだのしくみ,介護者が効率的かつ安全に介護を 行うためのボディメカニクスの原則に関する次の記述のうち，適切なものを 1 つ選びなさい。,支持基底面を広くする。,利用者の 重心 を遠ざける。,腰がねじれた姿勢をとる。,重心 を高くする。,移動時の摩擦面を大きくする。,1,正解は1です。支持基底面を広くすると姿勢が安定します。ボディメカニクスでは重心を低くし、利用者へ近づき、摩擦を減らすことも基本です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
102,2022-34-103,2022,34,103,こころとからだのしくみ,次のうち，三大栄養素に該当する成分として，正しいものを 1 つ選い。,水分,炭水化物,ビタミン（vitamin）,ナトリウム（Na）,カルシウム（Ca）,2,正解は2です。三大栄養素は炭水化物・脂質・たんぱく質です。ビタミンやミネラルは微量栄養素に分類されます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
103,2022-34-104,2022,34,104,こころとからだのしくみ,コントロール不良の 糖尿 病（diabetes mellitus）で高血糖時にみられる症状 として，適切なものを 1 つ選びなさい。,振戦,発汗,口渇,乏尿,動悸,3,正解は3です。高血糖では浸透圧利尿により水分が失われやすく、口渇・多飲・多尿などがみられます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
104,2022-34-105,2022,34,105,こころとからだのしくみ,Ｍさん（85 歳，男性）は，通所介護（デイサービス）での 入浴 を楽ていて，いつも時間をかけて湯につかっている。ある時，介護福祉職が，「そろそろあがりましょうか」と声をかけると，浴槽から 急に立ち上た。Ｍさんがふらついた原因として， 最も適切なものを 1 つ選びなさい。,体温の 上昇,呼吸数の増加,心拍数の増加,動脈血酸素飽和度の低下,血圧の低下,5,正解は5です。長時間の入浴で末梢血管が拡張し、急に立ち上がると血圧が下がって立ちくらみやふらつきが起こりやすくなります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
105,2022-34-106,2022,34,106,こころとからだのしくみ,次のうち，ブリストル便性状スケールの普通便に該当するものとして，最も適切なものを 1 つ選びなさい。,水様便,硬い便,泥状便,コロコロ便,やや軟らかい便,5,正解は5です。ブリストル便性状スケールでは、普通便はなめらかで柔らかい便に相当し、極端に硬い便や水様便ではありません。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
106,2022-34-107,2022,34,107,こころとからだのしくみ,Ａさん（65 歳，女性）は，最近， 熟睡 できないと 訴えている。Ａさんの日常生活は，毎日6時に起床し，午前中は家事を 行い，14 時から 20 分の昼寝をし，16 時から 30 分の散歩をしている。食事は 朝食 7時， 昼食 12 時，夕食 18時にとり， 朝食 のときはコーヒーを 1 杯飲む。21 時に好きな音楽を聞きながら，夜食を満腹になる程度に食べ，21 時30 分に 就寝 している。Ａさんの 訴えに対して，日常生活で改善する必要があるものとして， 最も適切なものを 1 つ選びなさい。,朝食 のコーヒー,昼寝,散歩,音楽を聞,就寝前の夜食,5,正解は5です。就寝直前に満腹になるほど食べると消化活動が続き、睡眠を妨げやすくなります。夜食は量と時間に注意します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
