id,examYear,examRound,questionNumber,category,questionText,choice1,choice2,choice3,choice4,choice5,correctChoice,explanation,source,keywords,needsLegalReview
2025-37-097,2025,37,97,生活支援技術,次の記述のうち、介護福祉職が行うことのできる、坐薬｛ざやく｝（座薬）を用いた介護として、最も適切なものを1つ選びなさい。,膣｛ちつ｝から挿入する坐薬｛ざやく｝（座薬）が扱える。,坐薬｛ざやく｝（座薬）は、あたたかな場所で保管する。,坐薬｛ざやく｝（座薬）は、とがっていない方から挿入する。,腹部に力を入れるよう促しながら、坐薬｛ざやく｝（座薬）を挿入する。,下剤以外の坐薬｛ざやく｝（座薬）挿入は、先に排泄｛はいせつ｝を済ませてから行う。,5,正解は選択肢5「下剤以外の坐薬｛ざやく｝（座薬）挿入は、先に排泄｛はいせつ｝を済ませてから行う。」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-098,2025,37,98,生活支援技術,次の記述のうち、調理における基本調味料の効果や使い方として、適切なものを1つ選びなさい。,砂糖は、塩より先に入れると、食物に甘みが浸透しやすくなる。,塩は、食物のうま味を増し、照りを出す。,酢は、食物の水分を引き出し、保存性を高める。,しょうゆは、食物のくさみを抜き、肉を柔らかくする。,みそは、味付けの最初に入れると、特有の香りが逃げない。,1,正解は選択肢1「砂糖は、塩より先に入れると、食物に甘みが浸透しやすくなる。」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-099,2025,37,99,生活支援技術,食品の保存に関する次の記述のうち、最も適切なものを1つ選びなさい。,賞味期限の切れた未開封の缶詰は、すぐに廃棄する。,ウインナーには、消費期限が記載されている。,前日調理して常温保存した肉入りカレーは、再加熱する。,りんごを冷蔵庫で保存するときは、ビニール袋に入れて密封する。,冷凍食品は、一度解凍しても再冷凍すれば長期間の保存が可能である。,4,正解は選択肢4「りんごを冷蔵庫で保存するときは、ビニール袋に入れて密封する。」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-100,2025,37,100,生活支援技術,次の記述のうち、衣類の保管方法として、適切なものを1つ選びなさい。,衣装ケースで保管するときは、たたんだ衣類の下に防虫剤を入れる。,ドライクリーニング後の衣類は、ビニールを外さずに保管する。,汚れのひどい衣類は、介護福祉職の判断で廃棄する。,湿気を含んだ衣類は、たたんで引き出しに保管する。,絹製品は、タンスの上部に保管する。,5,正解は選択肢5「絹製品は、タンスの上部に保管する。」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-101,2025,37,101,生活支援技術,次の記述のうち、介護の現場で行うベッドメイキングとして、最も適切なものを1つ選びなさい。,居室の窓は、閉めて行う。,キャスターのあるベッドは、ストッパーを外す。,シーツの中心線を、マットレスの端に合わせる。,シーツをマットレスの下に入れるときは、手掌を下にする。,シーツ交換は、両膝を伸ばしたままで行う。,4,正解は選択肢4「シーツをマットレスの下に入れるときは、手掌を下にする。」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-102,2025,37,102,生活支援技術,"Ｂさん（90歳、女性、要介護3）は、アルツハイマー型認知症（dementia of the Alzheimer’s type）があり、介護老人福祉施設に入所している。テレビを見ることが好きで、日中はお茶を飲みながら、テレビを見て過ごすことが日課である。1週間前からＢさんは、夜中に目が覚めたり、3時ごろに起きたりと、不眠が続いている。2時間ほどしか寝ていない日もある。ある日、Ｂさんは、「昼間、眠くてしかたがない。からだがだるい」と介護福祉職に話した。
次の記述のうち、Ｂさんに安眠を促すための介護福祉職の対応として、最も適切なものを1つ選びなさい。",午前中、太陽の光を浴びることを勧める。,昼間眠いときは、1時間以上の昼寝を勧める。,夕食後、すぐに寝ることを勧める。,寝る前に、介護福祉職の判断で睡眠薬を勧める。,夜眠れないときは、居室でテレビを見ることを勧める。,1,正解は選択肢1「午前中、太陽の光を浴びることを勧める。」である。一律に代行せず、本人が安全にできる方法を示して自己決定と残存能力を支える。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-103,2025,37,103,生活支援技術,終末期の介護に関する次の記述のうち、最も適切なものを1つ選びなさい。,決まった時間に食事を提供する。,部屋の換気は控えるようにする。,無反応のときは無言で静かに介護を行う。,呼吸困難時は、顎を下げて頭部を前屈させた仰臥位｛ぎょうがい｝（背臥位｛はいがい｝）にする。,せん妄によって話のつじつまが合わないときは、否定せずに受け止める。,5,正解は選択肢5「せん妄によって話のつじつまが合わないときは、否定せずに受け止める。」である。せん妄は急に発症して症状が変動しやすく、感染、脱水、薬剤、環境変化などが誘因になる。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-104,2025,37,104,生活支援技術,"次のうち、キューブラー・ロス（Kubler-Ross, E.）が提唱した終末期にある人の死の受容過程のうち、「死は避けられないと知り、さまざまな喪失感を抱く段階」に該当するものとして、適切なものを1つ選びなさい。",否認,怒り,取り引き,抑うつ,受容,4,正解は選択肢4「抑うつ」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-105,2025,37,105,生活支援技術,"Ｃさん（58歳、男性）は、アテトーゼ型（athetosis）の脳性麻痺｛のうせいまひ｝（cerebral palsy）がある。腕、脚、体幹の筋肉は不随意的にゆっくりと動くことが多く、手指を細かく動かすことは難しい。言葉をはっきり発音することが困難であるが、音の聞き取りはできる。
次のうち、Ｃさんが使用している情報・意思疎通支援用具として、最も適切なものを1つ選びなさい。",福祉電話,携帯用会話補助装置,人工喉頭,助聴器,点字器,2,正解は選択肢2「携帯用会話補助装置」である。この方法は、動作の安定性と本人が持つ力を生かす点で適切である。介助者がすべて行う方法や、不自然な姿勢・動線になる方法は避ける。本人の残存能力を生かし、安定した姿勢、動作の順序、福祉用具、環境調整によって安全と自立を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-106,2025,37,106,介護過程,次の記述のうち、介護過程を展開する目的として、最も適切なものを1つ選びなさい。,家族が抱える生活課題の解決,個別ケアに基づく利用者の自立支援,介護福祉職の職業倫理の向上,利用者と家族の信頼関係の構築,介護福祉職と他職種の連携の促進,2,正解は選択肢2「個別ケアに基づく利用者の自立支援」である。この選択肢は、得られた事実を解釈し、本人の生活課題と目標に結び付ける介護過程の流れに合う。推測と観察事実を分けることが重要である。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-107,2025,37,107,介護過程,生活課題に関する記述として、最も適切なものを1つ選びなさい。,家族の立場から検討する。,利用者のニーズを判断の基盤にする。,利用者の要望を1つに集約する。,介護福祉職の主観を尊重する。,生命の危機よりも利用者の意向を優先する。,2,正解は選択肢2「利用者のニーズを判断の基盤にする。」である。この選択肢は、得られた事実を解釈し、本人の生活課題と目標に結び付ける介護過程の流れに合う。推測と観察事実を分けることが重要である。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-108,2025,37,108,介護過程,次の記述のうち、介護過程の展開における評価の説明として、最も適切なものを1つ選びなさい。,他の利用者と比較して評価する。,短期目標の評価によって、介護過程の展開を終了する。,目標の達成状況を評価する。,介護計画の実施後に評価日を検討する。,介護計画を修正した場合は、評価を省略する。,3,正解は選択肢3「目標の達成状況を評価する。」である。この選択肢は、得られた事実を解釈し、本人の生活課題と目標に結び付ける介護過程の流れに合う。推測と観察事実を分けることが重要である。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-109,2025,37,109,介護過程,次のうち、介護保険制度のサービス担当者会議におけるサービス提供責任者の役割として、最も適切なものを1つ選びなさい。,会議の主催,居宅サービス計画の原案の説明,他職種が実施したサービス内容の評価,訪問介護計画の作成に要した時間の報告,訪問介護計画の作成に必要な情報の確認,5,正解は選択肢5「訪問介護計画の作成に必要な情報の確認」である。この選択肢は、得られた事実を解釈し、本人の生活課題と目標に結び付ける介護過程の流れに合う。推測と観察事実を分けることが重要である。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。法令・制度・金額・対象要件は改正されることがあるため、受験時点の最新情報も確認する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-110,2025,37,110,介護過程,"次の事例を読んで、問題110、問題111について答えなさい。
〔事  例〕
Ａさん（78歳、男性、要介護1）は、一人暮らしで、脳梗塞（cerebral infarction）を発症し入院した。その後、リハビリテーションを経て、自宅に戻った。利き手の右手に麻痺｛まひ｝が残ったため、左手を使った調理の自立を目的に、訪問介護（ホームヘルプサービス）を利用することになった。サービス利用時は、訪問介護員（ホームヘルパー）の協力を得ながら、孫からプレゼントされた包丁を使って、調理に取り組んでいた。
ある日、好物の牛肉をうまく押さえることができず、切ることができなかった。すると、Ａさんは包丁を置き、部屋で横になってしまった。心配した訪問介護員（ホームヘルパー）が声をかけ、バイタルサインを確認したところ変化はなかった。Ａさんは、「右手が思うように動いてくれない。悔しい。でも、もう一度ひとりで作れるようになりたい」と話した。
次の日、Ａさんは、「今日も手伝って」と訪問介護員（ホームヘルパー）に話した。
調理中にＡさんが包丁を置き、部屋で横になってしまった行動に対する解釈として、最も適切なものを1つ選びなさい。",体調不良による休憩,食材に対する不満,調理に対する興味の喪失,包丁に対する不満,調理がうまくできないことに対する苛立｛いらだ｝ち,5,正解は選択肢5「調理がうまくできないことに対する苛立｛いらだ｝ち」である。この選択肢は、得られた事実を解釈し、本人の生活課題と目標に結び付ける介護過程の流れに合う。推測と観察事実を分けることが重要である。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-111,2025,37,111,介護過程,"次の事例を読んで、問題110、問題111について答えなさい。
〔事  例〕
Ａさん（78歳、男性、要介護1）は、一人暮らしで、脳梗塞（cerebral infarction）を発症し入院した。その後、リハビリテーションを経て、自宅に戻った。利き手の右手に麻痺｛まひ｝が残ったため、左手を使った調理の自立を目的に、訪問介護（ホームヘルプサービス）を利用することになった。サービス利用時は、訪問介護員（ホームヘルパー）の協力を得ながら、孫からプレゼントされた包丁を使って、調理に取り組んでいた。
ある日、好物の牛肉をうまく押さえることができず、切ることができなかった。すると、Ａさんは包丁を置き、部屋で横になってしまった。心配した訪問介護員（ホームヘルパー）が声をかけ、バイタルサインを確認したところ変化はなかった。Ａさんは、「右手が思うように動いてくれない。悔しい。でも、もう一度ひとりで作れるようになりたい」と話した。
次の日、Ａさんは、「今日も手伝って」と訪問介護員（ホームヘルパー）に話した。
訪問介護計画の修正を目的としたカンファレンスで、訪問介護員（ホームヘルパー）が提案する内容として、最も適切なものを1つ選びなさい。",訪問介護員（ホームヘルパー）による調理の代行,担当する訪問介護員（ホームヘルパー）の交代,配食サービスの利用,調理に関する福祉用具の活用,訪問回数の削減,4,正解は選択肢4「調理に関する福祉用具の活用」である。カンファレンスに関係職種・担当者が参加すると、目標、観察事項、支援方法を共通理解にできる。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-112,2025,37,112,介護過程,"次の事例を読んで、問題112、問題113について答えなさい。
〔事  例〕
Ｂさん（42歳、女性、障害支援区分3）は、知的障害があり、母親と二人暮らしである。日中は生活介護事業所に通っている。日常生活動作の一部に見守りが必要である。個別支援計画の短期目標を、「見守りのもと、トイレで排泄｛はいせつ｝ができる」としている。
しかし、最近、排泄｛はいせつ｝のときに下着やズボンを汚してしまい、それをほかの利用者にからかわれ、しばらく一人でいる様子があったと生活支援員から申し送りがあった。
ある日、事業所長が話しかけると、Ｂさんは、「トイレで失敗したら恥ずかしい」と元気なく話した。母親からも電話で、「これからは紙おむつを使うように勧めているのだけど、使いたくないとＢは話している」とサービス管理責任者に連絡があった。
次のうち、Ｂさんがしばらく一人でいた様子を理解するために必要な情報として、最も優先すべきものを1つ選びなさい。",サービス管理責任者との関係,生活支援員との関係,事業所長との関係,ほかの利用者との関係,母親との関係,4,正解は選択肢4「ほかの利用者との関係」である。この選択肢は、得られた事実を解釈し、本人の生活課題と目標に結び付ける介護過程の流れに合う。推測と観察事実を分けることが重要である。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-113,2025,37,113,介護過程,"次の事例を読んで、問題112、問題113について答えなさい。
〔事  例〕
Ｂさん（42歳、女性、障害支援区分3）は、知的障害があり、母親と二人暮らしである。日中は生活介護事業所に通っている。日常生活動作の一部に見守りが必要である。個別支援計画の短期目標を、「見守りのもと、トイレで排泄｛はいせつ｝ができる」としている。
しかし、最近、排泄｛はいせつ｝のときに下着やズボンを汚してしまい、それをほかの利用者にからかわれ、しばらく一人でいる様子があったと生活支援員から申し送りがあった。
ある日、事業所長が話しかけると、Ｂさんは、「トイレで失敗したら恥ずかしい」と元気なく話した。母親からも電話で、「これからは紙おむつを使うように勧めているのだけど、使いたくないとＢは話している」とサービス管理責任者に連絡があった。
Ｂさんについて、個別支援会議が開催され、短期目標を、「排泄｛はいせつ｝の自立（下着を汚さずに排泄｛はいせつ｝する）（3か月）」とした。次の記述のうち、Ｂさんの短期目標を実現するために生活支援員がとる対応として、最も適切なものを1つ選びなさい。",定期的に、手順を理解できているか一緒に確認する。,自宅で排泄｛はいせつ｝を済ませ、事業所で排泄｛はいせつ｝しないように助言する。,母親の要望であると伝え、紙おむつを使うように助言する。,ポータブルトイレを設置し、そこで排泄｛はいせつ｝をするように誘導する。,排泄｛はいせつ｝に関する行為を、全介助にする。,1,正解は選択肢1「定期的に、手順を理解できているか一緒に確認する。」である。実施前に本人の状態や環境を確認し、得られた情報に基づいて次の対応を選ぶ。アセスメント、課題の明確化、計画、実施、評価をつなぎ、本人の満足度や変化を次の支援に反映する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-114,2025,37,114,総合問題,"次の事例を読んで、問題114から問題116までについて答えなさい。
〔事  例〕
Ａさん（70歳、男性）は、妻と二人で暮らしている。旅行や釣りが趣味で、会社員として勤務していたころは、活動的な生活を送っていた。66歳のときにパーキンソン病（Parkinson disease）と診断されたが、内服治療が開始され、症状はあまり気にならなかった。1年前から顔の表情が乏しくなり、歩行開始時に、はじめの一歩が出にくくなった。3か月前からは、歩き始めると方向転換が難しく、急に止まることができないことがある。
Ａさんは、今後の生活について相談するために、地域包括支援センターに行った。センターで対応してくれたＢ主任介護支援専門員は、介護福祉士としての実務経験が豊富だった。Ａさんは信頼して、気になっていたことをすべて話すことができた。Ａさんは、要介護認定を申請することを勧められ、後日、市役所に行き、要介護認定の申請を行った。
現在のＡさんの症状に該当するホーエン・ヤール重症度分類として、最も適切なものを1つ選びなさい。",ステージⅠ,ステージⅡ,ステージⅢ,ステージⅣ,ステージⅤ,3,正解は選択肢3「ステージⅢ」である。地域包括支援センターは、高齢者の総合相談、権利擁護、介護予防支援、包括的・継続的ケアマネジメント支援を担う。疾患・障害の特徴、本人の希望、家族状況、利用できる社会資源を関連付けて判断する。法令・制度・金額・対象要件は改正されることがあるため、受験時点の最新情報も確認する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-115,2025,37,115,総合問題,"次の事例を読んで、問題114から問題116までについて答えなさい。
〔事  例〕
Ａさん（70歳、男性）は、妻と二人で暮らしている。旅行や釣りが趣味で、会社員として勤務していたころは、活動的な生活を送っていた。66歳のときにパーキンソン病（Parkinson disease）と診断されたが、内服治療が開始され、症状はあまり気にならなかった。1年前から顔の表情が乏しくなり、歩行開始時に、はじめの一歩が出にくくなった。3か月前からは、歩き始めると方向転換が難しく、急に止まることができないことがある。
Ａさんは、今後の生活について相談するために、地域包括支援センターに行った。センターで対応してくれたＢ主任介護支援専門員は、介護福祉士としての実務経験が豊富だった。Ａさんは信頼して、気になっていたことをすべて話すことができた。Ａさんは、要介護認定を申請することを勧められ、後日、市役所に行き、要介護認定の申請を行った。
要介護認定を申請してから2週間が経過した。Ａさんは要介護認定の認定結果が届かないことが気になった。そこで、以前に対応してくれたＢ主任介護支援専門員に電話で相談した。
次のうち、Ｂ主任介護支援専門員の応答として、最も適切なものを1つ選びなさい。",「次の受診時に主治医に相談しましょう」,「通常1か月程度かかるので、あと2週間くらい待ってみましょう」,「以前に自宅に来てくれた認定調査員に相談しましょう」,「念のためにもう一度要介護認定を申請してください」,「通常であれば認定結果は出ていると思います」,2,正解は選択肢2「「通常1か月程度かかるので、あと2週間くらい待ってみましょう」」である。地域包括支援センターは、高齢者の総合相談、権利擁護、介護予防支援、包括的・継続的ケアマネジメント支援を担う。疾患・障害の特徴、本人の希望、家族状況、利用できる社会資源を関連付けて判断する。法令・制度・金額・対象要件は改正されることがあるため、受験時点の最新情報も確認する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-116,2025,37,116,総合問題,"次の事例を読んで、問題114から問題116までについて答えなさい。
〔事  例〕
Ａさん（70歳、男性）は、妻と二人で暮らしている。旅行や釣りが趣味で、会社員として勤務していたころは、活動的な生活を送っていた。66歳のときにパーキンソン病（Parkinson disease）と診断されたが、内服治療が開始され、症状はあまり気にならなかった。1年前から顔の表情が乏しくなり、歩行開始時に、はじめの一歩が出にくくなった。3か月前からは、歩き始めると方向転換が難しく、急に止まることができないことがある。
Ａさんは、今後の生活について相談するために、地域包括支援センターに行った。センターで対応してくれたＢ主任介護支援専門員は、介護福祉士としての実務経験が豊富だった。Ａさんは信頼して、気になっていたことをすべて話すことができた。Ａさんは、要介護認定を申請することを勧められ、後日、市役所に行き、要介護認定の申請を行った。
最近、Ａさんは急に体の動きが悪くなる時間帯があり、不安を感じた。そこでＡさんは、週に2回利用している訪問介護員（ホームヘルパー）に相談した。相談を受けた訪問介護員（ホームヘルパー）はＡさんに、日々の症状の変化とその時間、さらにもう一点をメモして、医師に伝えるようにと助言した。
日々の症状の変化とその時間に加えて、Ａさんが医師に伝える内容として、最も優先度の高いものを1つ選びなさい。",服薬の時間,起床の時間,食事の時間,排便の時間,入浴の時間,1,正解は選択肢1「服薬の時間」である。地域包括支援センターは、高齢者の総合相談、権利擁護、介護予防支援、包括的・継続的ケアマネジメント支援を担う。疾患・障害の特徴、本人の希望、家族状況、利用できる社会資源を関連付けて判断する。法令・制度・金額・対象要件は改正されることがあるため、受験時点の最新情報も確認する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-117,2025,37,117,総合問題,"次の事例を読んで、問題117から問題119までについて答えなさい。
〔事  例〕
Ｃさん（90歳、女性）は、動物好きで長年ペットのオウムを飼っている。5年前に夫が亡くなったときも、ペットが大きな心の支えになった。2年前、身体の衰えから買物や調理などの家事が難しくなり、一人暮らしが困難になったので、ペットと入所できる健康型有料老人ホームに入所した。
最近Ｃさんは、毎週楽しみにしていたレクリエーションがある曜日や時間を忘れてしまう、トイレの場所がわからず失禁するなどの症状が繰り返し生じるようになってきた。心配した娘がＣさんと病院を受診したところ、アルツハイマー型認知症（dementia of the Alzheimer’s type）と診断を受けた。
健康型有料老人ホームでは対応が困難になってきたため、心配した娘はＣさんが入所できる施設に移ることを検討し始めた。
次のうち、最近のＣさんの症状に該当するものとして、最も適切なものを1つ選びなさい。",妄想,見当識障害,失語,遂行機能障害,観念失行,2,正解は選択肢2「見当識障害」である。この選択肢は、事例に示された症状、本人の希望、生活環境を同時に満たす。単独の情報ではなく、事例中の根拠を複数結び付けて判断する。疾患・障害の特徴、本人の希望、家族状況、利用できる社会資源を関連付けて判断する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-118,2025,37,118,総合問題,"次の事例を読んで、問題117から問題119までについて答えなさい。
〔事  例〕
Ｃさん（90歳、女性）は、動物好きで長年ペットのオウムを飼っている。5年前に夫が亡くなったときも、ペットが大きな心の支えになった。2年前、身体の衰えから買物や調理などの家事が難しくなり、一人暮らしが困難になったので、ペットと入所できる健康型有料老人ホームに入所した。
最近Ｃさんは、毎週楽しみにしていたレクリエーションがある曜日や時間を忘れてしまう、トイレの場所がわからず失禁するなどの症状が繰り返し生じるようになってきた。心配した娘がＣさんと病院を受診したところ、アルツハイマー型認知症（dementia of the Alzheimer’s type）と診断を受けた。
健康型有料老人ホームでは対応が困難になってきたため、心配した娘はＣさんが入所できる施設に移ることを検討し始めた。
娘はＣさんの病状を心配して、「お父さんが残してくれた貯金があるから、もっとお母さんのお世話をしてくれる施設に移ろう」と提案した。Ｃさんは、「ペットと一緒に暮らせなくなるのは嫌だ」とつぶやき、うつむいた。困った娘は健康型有料老人ホームの介護福祉士に相談した。
次のうち、娘への介護福祉士の応答として、最も適切なものを1つ選びなさい。",「Ｃさんがペットを大事にしている意思を尊重してはいかがですか」,「Ｃさんが新しい施設に行くことが最優先です」,「あなたの意向を優先してはいかがですか」,「Ｃさんがペットを飼うことは優先度の高いニーズとは言えません」,「Ｃさんが新しい施設に行くことを受け入れるように説得してください」,1,正解は選択肢1「「Ｃさんがペットを大事にしている意思を尊重してはいかがですか」」である。この選択肢は、事例に示された症状、本人の希望、生活環境を同時に満たす。単独の情報ではなく、事例中の根拠を複数結び付けて判断する。疾患・障害の特徴、本人の希望、家族状況、利用できる社会資源を関連付けて判断する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_pm_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
